,t_stat,p_value_tstat,F_stat,p_value_fstat,mean_FG_sc,mean_RSF_sc,max_FG_sc,max_RSF_sc,SD_FG_Sc,SD_RSF_Sc,samples,seed
1161,-0.148482687,0.887764415,0.281414999,0.958310306,0.222858646,0.22277831,0.22945343,0.227112507,0.002939727,0.00218029,3000,54425
1162,-1.285264402,0.255011408,0.549730537,0.803281517,0.224398761,0.227081717,0.230366023,0.23198362,0.003900506,0.00356895,3000,54425
1163,0.169346953,0.872161925,0.484694543,0.845682137,0.226549279,0.225663989,0.230430519,0.227459848,0.002907812,0.002063077,3000,54425
1164,-1.618790154,0.166417098,0.814334698,0.635445106,0.22365775,0.225494735,0.230891986,0.232467339,0.00340682,0.003030456,3000,54425
1165,0.058276308,0.955785875,0.684271637,0.715411208,0.226827194,0.225023339,0.232328866,0.230818504,0.004805726,0.004319786,3000,54425
1166,-1.069270417,0.333828121,0.458183832,0.862551432,0.225407548,0.227843561,0.232433441,0.231904182,0.004192695,0.002739695,3000,54425
1167,-0.46912608,0.658723414,0.372685996,0.913585699,0.2263164,0.228325432,0.235915512,0.233924657,0.006196615,0.005184012,3000,54425
1168,0.582300113,0.585632946,0.44260142,0.872287674,0.22759726,0.226955291,0.23399752,0.234545858,0.004414436,0.004619259,3000,54425
1169,-0.83034049,0.444172066,0.576916399,0.78537486,0.218599259,0.221181056,0.227128319,0.223651384,0.003736243,0.001815488,3000,54425
1170,0.058264453,0.955794857,0.468357697,0.856118564,0.226817745,0.22764905,0.235063913,0.234502526,0.005174367,0.005285116,3000,54425
1171,-1.898152936,0.116138269,1.363041555,0.385308298,0.222583892,0.225146776,0.22736436,0.230214282,0.003392356,0.002304572,3000,54425
1172,-0.049809878,0.962202427,0.289701146,0.954819044,0.227957513,0.22886034,0.23409496,0.233258533,0.003337759,0.003206552,3000,54425
1173,0.709808348,0.509544691,0.311080255,0.945235201,0.227290576,0.227266883,0.233786775,0.231137834,0.005024051,0.003234016,3000,54425
1174,-0.493467088,0.642591373,0.328215908,0.936993722,0.22992761,0.228312649,0.238591053,0.232684754,0.004646122,0.002286713,3000,54425
1175,-1.004743688,0.361138223,0.296569126,0.951828897,0.223210109,0.22334909,0.228661194,0.226767293,0.003905161,0.002383987,3000,54425
1176,0.082904218,0.937144387,0.28221036,0.957980812,0.220623823,0.220152867,0.225189361,0.224161663,0.003860279,0.002824867,3000,54425
1177,-0.061782353,0.953129787,0.319088115,0.941442965,0.222203078,0.223385514,0.230372961,0.22948557,0.004798336,0.00360563,3000,54425
1178,1.110237379,0.317416013,0.33593079,0.933132309,0.228827065,0.22861827,0.233193564,0.232501987,0.001946845,0.002105758,3000,54425
1179,-0.800607837,0.459692618,0.492914826,0.840387952,0.226272158,0.227887674,0.231134964,0.232705668,0.003793086,0.003555011,3000,54425
1180,1.543080795,0.183457883,0.355731814,0.922825698,0.225692653,0.224967339,0.228167151,0.228275359,0.002234695,0.003134848,3000,54425
1181,0.100442969,0.923895852,0.306805247,0.94721568,0.223149702,0.22378036,0.228793786,0.231355225,0.004055728,0.003757025,3000,54425
1182,1.039415781,0.34623949,0.29036528,0.954533668,0.226525587,0.2255302,0.232421488,0.230815275,0.003819036,0.003085613,3000,54425
1183,0.545824842,0.608645905,0.75346185,0.672012853,0.221173568,0.222177005,0.228198155,0.230281497,0.005369267,0.005697996,3000,54425
1184,0.072120026,0.945302399,0.305593939,0.947771154,0.224210791,0.223536477,0.229999204,0.23020009,0.002997615,0.003270025,3000,54425
1185,-0.083522034,0.936677276,0.304223102,0.948396723,0.230738318,0.230683243,0.233606115,0.233772014,0.001534069,0.001750851,3000,54425
1186,0.444033579,0.675576507,0.28126503,0.958372298,0.225645232,0.225522257,0.237133583,0.235231579,0.004987907,0.005249458,3000,54425
